,link,Notebook neve,Raktáron,Ár,Régi Ár,Akciós Ár,Processzor leírás,Operációs rendszer,Memória,Háttértár,Grafikus vezérlő,Kijelző,Képfrissítés,Fényerő,LAN típus,Wi-Fi,Bluetooth,HDMI normál,USB 3.1,USB3.1 Type-C,Thunderbolt támogatás,Lighting csatlakozó,Optikai meghajtó,Billentyűzet,Audio leírás,Akkumulátor leírás,Méret,Súly,Garancia,Webkamera,USB 2.0,USB 3.0,Kártya olvasó,Extrák,További extrák,USB3.0 Type-C,Displayport mini,Érintő kijelző,HSDPA,VGA
88,https://www.notebook.hu/asus-vivobook-s15-s533ea-s533ea-bn126-299699,"
Asus VivoBook S15 S533EA (S533EA-BN126) Ábrándosfehér
",Raktáron,289 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért + Array mikrofon Cortana hangfelismerési támogatással; Harman Kardon minősítés,3 cellás 50Whr beépített,359.80x233.80x16.10 mm,1.80 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,microSD,"Ujjlenyomat olvasó, TPM chip",,1 db,,,,
89,https://www.notebook.hu/asus-rog-strix-scar-15-g532lws-g532lws-hf074t,"
Asus ROG Strix SCAR 15 G532LWS (G532LWS-HF074T) Fekete
",Raktáron,,Régi ár: 969 900 Ft,899 900 Ft,"Intel® Core™ i9-10980HK Processor (16M Cache, up to 5.30)",Operációs rendszer nélkül,32GB (2x16) DDR4 3200MHz RAM,1TB + 1TB M.2 NVMe™ PCIe® 3.0 RAID0 SSD,NVIDIA® GeForce™ RTX 2070S (Super) 8GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD",300 Hz,300 nit,1000Mbps,802.11 ax,v 5.1,1 db,3 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","2 x 4.2W hangszóró W/O Smart AMP technológia, Array Mikrofon",4 cellás 66Whr beépített,360.00x275.00x21.00 mm,2.35 kg,36 hónap,,,,,VR Ready,NumberPad támogatás,,,,,
90,https://www.notebook.hu/apple-macbook-pro-13-2020-myda2mg-a-289703,"
Apple Macbook Pro 13 2020 (MYDA2MG/A) Ezüst
",Raktáron,,Régi ár: 549 900 Ft,519 900 Ft,"Apple M1 chip (8 magos CPU, 8 magos GPU, 16 magos Neural Engine)",Apple Mac OS 10.15 (Catalina),8GB LPDDR4X 3733MHz RAM,256GB SSD,Apple GPU (8-core graphics),"13.3"" 2560x1600 fényes IPS LCD Retina",,500 nit,,"802.11 ac, ax",v 5,,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Sztereó hangszórók széles dinamikatartománnyal, Dolby Atmos hang támogatás, Irányított nyalábformálású hárommikrofonos rendszer,  3,5 mm-es fejhallgató-csatlakozó","Beépített, 58,2 wattórás lítium-polimer akkumulátor",304.10x212.40x15.60 mm,1.40 kg,36 hónap,720p felbontású FaceTime HD-kamera,,,,,"FaceTime Arcfelismerés, Touch Bar, Touch ID érzékelő",,,,,
91,https://www.notebook.hu/asus-vivobook-s15-s533ea-s533ea-bq047-301813,"
Asus VivoBook S15 S533EA (S533EA-BQ047) Gaia zöld
",Raktáron,349 900 Ft,,,"Intel® Core™ i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)",Operációs rendszer nélkül,16GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért + Array mikrofon Cortana hangfelismerési támogatással; Harman Kardon minősítés,3 cellás 50Whr beépített,359.80x233.80x16.10 mm,1.80 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,microSD,"Ujjlenyomat olvasó, TPM chip",,1 db,,,,
92,https://www.notebook.hu/asus-rog-strix-scar-15-g533-g533qm-hf005t-301532,"
ASUS ROG Strix SCAR 15 G533 (G533QM-HF005T) fekete
",Raktáron,649 900 Ft,,,"AMD® Ryzen™ 7-5800H 8-magos 3.2 GHz (16M Cache, up to 4.4 GHz)",Microsoft Windows 10 Home,16GB DDR4 3200MHz RAM (2x8GB),512GB M.2 PCIe SSD,NVIDIA® GeForce™ RTX 3060 6GB GDDR6,"15.6"" FullHD (1920 x 1080) WideView matt LCD (300Hz)",300 Hz,300 nit,1000Mbps,802.11 ax,v 5.1,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","2 db 4W-os hangszóró Smart AMP technológiával, 2x 2W tweeter + Beépített Array mikrofon",4 cellás 90Whr beépített,,2.50 kg,36 hónap,Nincs beépített webkamera,,3 db,,VR Ready,"Optical Mech billentyűzet, billentyűnkénti RGB világítással, NumberPad támogatás",,,,,
93,https://www.notebook.hu/lenovo-ideapad-y540-15irh-pg0-81sy00nvhv,"
LENOVO Legion Y540-15IRH-PG0 (81SY00NVHV) Fekete
",Raktáron,460 900 Ft,,,"Intel® Core™ i7-9750H Processor (12M Cache, up to 4.50 GHz)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,"128GB  M.2 (2242) PCIE SSD + 1TB 2,5"" HDD 7200rpm",NVIDIA® GeForce™ GTX 1650 4GB GDDR5,"15.6"" FullHD (1920 x 1080) matt IPS LCD",144 Hz,250 nit,1000Mbps,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Realtek ALC3287 codec / Harman hangszórók (2W x 2), Dolby® Audio™ Premium + dual Dual Tömbmikrofon",3 cellás 52Whr beépített,360.00x267.00x25.20 mm,2.30 kg,36 hónap,HD Webkamera (beépített),,3 db,,TPM chip,,1 db,1 db,,,
94,https://www.notebook.hu/hp-240-g8-2x7h1ea-291921,"
HP 240 G8 (2X7H1EA) fekete
",Raktáron,,Régi ár: 249 900 Ft,219 900 Ft,"Intel® Core™ i3-1005G1 Processor (4M Cache, Up to 3.40)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"14.1"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,1000Mbps,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású","Sztereó hangszórók, beépített digitális mikrofon",3 cellás 41Whr beépített,324.00x225.90x19.90 mm,1.47 kg,36 hónap,720p felbontású HD kamera,,2 db,"SD, SDHX, SDXC",TPM chip,,1 db,,,,
95,https://www.notebook.hu/lenovo-ideapad-gaming-3-15imh05-81y4008ahv,"
Lenovo IdeaPad Gaming 3 15IMH05 (81Y4008AHV) Fekete
",Raktáron,339 900 Ft,,,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",Operációs rendszer nélkül,8GB DDR4 2933MHz RAM,512 GB M.2 2242 PCIe NVMe 3.0x4 SSD,NVIDIA® GeForce™ GTX 1650Ti 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ac,v 5,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, 1.5W x 2 Dolby Audio sztereó hangszórók, Headset / mikrofon combo jack",45Whr beépített,359.00x249.60x24.90 mm,2.20 kg,36 hónap,"Beépített HD 720p Webkamera adatvédelmi fedéllel, integrált dual array mikrofon",,,,TPM chip,,,,,,
96,https://www.notebook.hu/asus-vivobook-s14-s433fl-s433fl-eb077t-277699,"
ASUS VivoBook S14 S433FL (S433FL-EB077T) Lázadó fekete
",Raktáron,339 900 Ft,,,"Intel® Core™ i7-10510U Processor (8M Cache, up to 4.80)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,NVIDIA® GeForce™ MX250 2GB GDDR5,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért + Array mikrofon Cortana hangfelismerési támogatással, Harman Kardon minősítés",3 cellás 50Whr beépített,324.90x213.50x15.90 mm,1.40 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,microSD,"Ujjlenyomat olvasó, TPM chip",,1 db,,,,
97,https://www.notebook.hu/hp-pavilion-14-ce3008nh-8bu16ea,"
HP Pavilion 14-CE3008NH (8BU16EA) Kerámia fehér
",Raktáron,,Régi ár: 329 900 Ft,299 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,128 GB M.2 SSD + 1 TB HDD 5400 rpm SATA,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",,250 nit,1000Mbps,"802.11 ac, b, g, n",v 5,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",B&O; Dupla hangszóró; HP Audio Boost 1.0,3 cellás 41Whr beépített,326.80x225.50x17.90 mm,1.60 kg,36 hónap,HP Wide Vision HD kamera beépített digitális kétcsatornás mikrofonnal,,,"microSD, SD",,Gyorsulásmérő,,,,,
98,https://www.notebook.hu/asus-zenbook-14-ux425-ux425ea-hm041t-298893,"
Asus ZenBook 14 UX425 (UX425EA-HM041T) Fenyőszürke
",Raktáron,429 900 Ft,,,"Intel® Core™ i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)",Microsoft Windows 10 Home,16GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,400 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,319.00x208.00x13.90 mm,1.13 kg,36 hónap,"IR Webkamera, Windows Hallo támogatással",,1 db,microSD,"TPM chip, Nincs Jack csatlakozó","NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
99,https://www.notebook.hu/lenovo-thinkbook-13s-iml-20rr001hhv,"
LENOVO ThinkBook 13s-IML (20RR001HHV) Ásványezüst
",Raktáron,,Régi ár: 349 900 Ft,299 900 Ft,"Intel® Core™ i5-10210U Processor (6M Cache, up to 4.10)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,512GB M.2 2242 PCIe NVMe 3.0x2 SSD,Intel® UHD Graphics,"13.3"" FullHD (1920 x 1080) matt IPS LED",60 Hz,300 nit,,802.11 ac,v 5,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Realtek ALC3287 codec, beépített hangszórók (2W x 2) Dolby Audio X3 + dual array beépített mikrofon",4 cellás 45Whr beépített,307.60x216.60x15.90 mm,1.32 kg,36 hónap,HD ThinkShutter Webkamera (beépített),,,,"Ujjlenyomat olvasó, TPM chip",,,,,,
100,https://www.notebook.hu/lenovo-ideapad-5-15iil05-81yk00bbhv,"
Lenovo IdeaPad 5 15IIL05 (81YK00BBHV) Szürke
",Raktáron,,Régi ár: 379 900 Ft,359 900 Ft,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM,512 GB M.2 2242 PCIe NVMe 3.0x2 SSD,Intel® Iris Plus Graphics,"15.6"" FullHD (1920 x 1080) matt IPS LCD",,300 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Dolby Audio, 2W x 2 sztereó hangszórók, Dual array mikrofon, fejhallgató / mikrofon combo jack",3 cellás 57Whr beépített,356.67x233.13x19.90 mm,1.78 kg,36 hónap,Beépített HD (720p) Webkamera Privacy Shutter kamerafedéllel,,2 db,"MMC, SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,1 db,,,,
101,https://www.notebook.hu/asus-vivobook-s14-s433fl-s433fl-am257-298392,"
ASUS VivoBook S14 S433FL (S433FL-AM257) Ábrándos fehér
",Raktáron,299 900 Ft,,,"Intel® Core™ i7-10510U Processor (8M Cache, up to 4.80)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,NVIDIA® GeForce™ MX250 2GB GDDR5,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért + Array mikrofon Cortana hangfelismerési támogatással, Harman Kardon minősítés",3 cellás 50Whr beépített,324.90x213.50x15.90 mm,1.40 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,microSD,TPM chip,NumberPad támogatás,1 db,,,,
102,https://www.notebook.hu/lenovo-v15-iil-82c500jghv,"
LENOVO V15-IIL (82C500JGHV) Ezüst szürke
",Raktáron,,Régi ár: 229 900 Ft,199 900 Ft,"Intel® Core™ i3-1005G1 Processor (4M Cache, Up to 3.40)",FreeDos,4GB DDR4 2666MHz RAM,256 GB M.2 2242 PCIe NVMe 3.0x2 SSD,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",,220 nit,,"802.11 a, ac, b, g, n",v 4.2,1 db,2 db,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók, audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.80 kg,36 hónap,0.3MP beépített webkamera,1 db,,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
103,https://www.notebook.hu/asus-m515-m515da-ej590-291898,"
ASUS M515 (M515DA-EJ590) Palaszürke
",Raktáron,179 900 Ft,,,"AMD® Ryzen™ 3-3250U Dual-core 2.6 GHz Mobile APU (4M Cache, up to 3.5 GHz)",Operációs rendszer nélkül,4GB DDR4 2400MHz RAM,128GB M.2 PCIe SSD,AMD Radeon™ Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,200 nit,,802.11 ac,v 4.1,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","SonicMaster Beépített hangszórók, mikrofon Cortana támogatással",2 cellás 37Whr beépített,360.00x235.00x19.90 mm,1.80 kg,24 hónap,VGA Webkamera (beépített),2 db,1 db,microSD,TPM chip,,1 db,,,,
104,https://www.notebook.hu/asus-zenbook-14-um425-um425ia-am035t-298378,"
Asus ZenBook 14 UM425 (UM425IA-AM035T) Fenyőszürke
",Raktáron,,Régi ár: 389 900 Ft,329 900 Ft,"AMD® Ryzen™ 7-4700U 8 magos 2.0 GHz Mobile APU (4M Cache, up to 4.1 GHz)",Microsoft Windows 10 Home,8GB LPDDR4X RAM,512GB M.2 PCIe SSD,AMD Radeon™ Graphics,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,400 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,319.00x208.00x13.90 mm,1.13 kg,36 hónap,"IR Webkamera, Windows Hello támogatással",,1 db,microSD,TPM chip,"NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
105,https://www.notebook.hu/asus-rog-strix-g15-g512lws-g512lws-az026,"
Asus ROG Strix G15 G512LWS (G512LWS-AZ026) Fekete
",Raktáron,,Régi ár: 660 900 Ft,579 900 Ft,"Intel® Core™ i7-10875H Processor (16M Cache, up to 5.10)",Operációs rendszer nélkül,8GB DDR4 3200MHz RAM,512 GB M.2 NVMe™ PCIe® 3.0 SSD,NVIDIA® GeForce™ RTX 2070S (Super) 8GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD",240 Hz,300 nit,1000Mbps,802.11 ax,v 5.1,1 db,3 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","2 x 4.2W hangszóró W/O Smart AMP technológia, Array Mikrofon",4 cellás 66Whr beépített,360.00x275.00x25.80 mm,2.30 kg,36 hónap,,,,,VR Ready,NumberPad támogatás,,,,,
106,https://www.notebook.hu/asus-zenbook-flip-13-oled-ux363ea-hp295t-291971,"
ASUS ZenBook Flip 13 OLED (UX363EA-HP295T) Fenyőszürke
",Raktáron,399 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,16GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"13.3"" FullHD (1920 x 1080) fényes Multi-Touch OLED",60 Hz,400 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Beépített hangszórók, SonicMaster, Harman / Kardon minősített + Beépített Array mikrofon, Cortana és Alexa hangfelismerő támogatással",4 cellás 67Whr beépített,305.00x211.00x11.90 mm,1.30 kg,36 hónap,HD kamera IR funkcióval a Windows Hello támogatására,,1 db,,TPM chip,"NumberPad támogatás, US MIL-STD 810G katonai szabvány, Pantone Validated kijelző",,,Multi-Touch,,
107,https://www.notebook.hu/dell-inspiron-14-5406-2in1-5406fi3wa2-287446,"
Dell Inspiron 14 5406 2in1 (5406FI3WA2) Szürke
",Raktáron,,Régi ár: 299 900 Ft,269 900 Ft,"Intel® Core™ i3-1115G4 Processor (6M Cache, up to 4.10 GHz)",Microsoft Windows 10 Home in S mode,4GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics for 11th Gen Intel® Processors,"14"" FullHD (1920 x 1080) WVA fényes Multi-Touch LCD",60 Hz,,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",Beépített sztereó hangszórók MaxxAudio® Pro-val,3 cellás 40Whr beépített,322.50x221.90x17.94 mm,1.55 kg,36 hónap,HD Webkamera (beépített) + Dual tömbmikrofon,,2 db,"SD, SDHX, SDXC",,,1 db,,Multi-Touch,,
108,https://www.notebook.hu/lenovo-thinkbook-15-g2-itl-20ve005ehv-286383,"
LENOVO ThinkBook 15 G2 ITL (20VE005EHV) Ásványszürke
",Raktáron,359 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD + 1db üres M.2 2280 slot,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5.1,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Realtek ALC3287 codec, beépített hangszórók (2db 2W) Dolby Audio + dual tömbmikrofon",3 cellás 45Whr beépített,357.00x235.00x18.90 mm,1.70 kg,36 hónap,HD Webkamera (beépített),,2 db,"MMC, SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,,,,,
109,https://www.notebook.hu/lenovo-v14-iil-82c4011nhv,"
LENOVO V14-IIL (82C4011NHV) Vasszürke
",Raktáron,239 900 Ft,,,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM (2x4GB),256GB M.2 2242 PCIe NVMe 3.0x2 SSD,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) matt LCD",60 Hz,220 nit,,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású","HD Audio, Dolby Audio™, stereo hangszórók (1.5W x 2) + mono mikrofon",35Whr beépített,327.00x241.00x19.90 mm,1.60 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
110,https://www.notebook.hu/lenovo-yoga-slim-7-14iil05-82a1001uhv-272043,"
LENOVO YOGA Slim 7-14IIL05 (82A1001UHV) Sötétmoha
",Raktáron,,Régi ár: 439 900 Ft,419 900 Ft,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",Microsoft Windows 10 Home,16GB LPDDR4X 3200MHz RAM,512GB M.2 PCIe SSD,Intel® Iris Plus Graphics,"14."" FullHD (1920 x 1080) matt IPS LCD",60 Hz,300 nit,,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Dolby Atmos speaker system, (2db 2W  beépített hangszóró)  + dual tömbmikrofon",60Whr beépített,320.60x208.18x15.00 mm,1.50 kg,36 hónap,HD + IR Webkamera (beépített),,2 db,microSD,,,1 db,,,,
111,https://www.notebook.hu/lenovo-v15-ada-82c700c7hv-296524,"
LENOVO V15 ADA (82C700C7HV) Vasszürke
",Raktáron,,Régi ár: 209 900 Ft,194 900 Ft,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",FreeDos,4GB DDR4 2400MHz RAM,256GB M.2 PCIe SSD,Radeon™ Vega 8 Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók (2x 1.5W), audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.85 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
112,https://www.notebook.hu/msi-gf63-thin-10scxr-9s7-16r412-1285-290383,"
MSI GF63 Thin 10SCXR (9S7-16R412-1285) Fekete
",Raktáron,319 900 Ft,,,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD + 1 TB HDD 5400 rpm,NVIDIA® GeForce™ GTX 1650 (Max-Q) 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LED (144Hz)",144 Hz,,1000Mbps,802.11 ax,v 5.1,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",Beépített hangszórók (2db 2W) + mikrofon,3 cellás 51Whr beépített,359.00x254.00x21.70 mm,1.86 kg,36 hónap,HD Webkamera (beépített),,3 db,"SD, SDHX, SDXC",,"Egyszínű, piros billentyűzet háttér világítás.",1 db,,,,
113,https://www.notebook.hu/acer-swift-3-sf313-52-788l-nx-hqweu-005,"
Acer Swift 3 SF313-52-788L (NX.HQWEU.005) Ezüst
",Raktáron,,Régi ár: 349 900 Ft,329 900 Ft,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",,8GB DDR4 2666MHz RAM,512 GB PCIe NVMe SSD,Intel® Iris Plus Graphics,"13.5"" QHD (2256 x 1504) fényes IPS LCD",,,,"802.11 a, ac, ax, b, g, n",v 5,1 db,1 db,1 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Acer Trueharmony sztereó hangrendszer, 1 db fejhallgató/hangszóró kombinált kimenet",4 cellás 56Whr beépített,302.50x233.88x15.95 mm,1.19 kg,36 hónap,Acer Crystal Eye S-HDR webkamera + mikrofon,1 db,,,Ujjlenyomat olvasó,,,,,,
114,https://www.notebook.hu/asus-zenbook-13-ux325-ux325ja-ah090t-283008,"
Asus ZenBook 13 UX325 (UX325JA-AH090T) Fenyőszürke
",Raktáron,,Régi ár: 339 900 Ft,319 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Home,8GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® UHD Graphics,"13.3"" FullHD (1920 x 1080) WVA matt LCD",60 Hz,450 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,304.00x203.00x13.90 mm,1.15 kg,36 hónap,"IR Webkamera, Windows Hallo támogatással",,1 db,microSD,TPM chip,"NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
115,https://www.notebook.hu/lenovo-ideapad-3-15are05-81w40046hv-301815,"
Lenovo IdeaPad 3 15ARE05 (81W40046HV) kék
",Raktáron,229 900 Ft,,,"AMD® Ryzen™ 5-4500U 6-magos 2.3 GHz Mobile APU (8M Cache, up to 4.0 GHz)",FreeDos,8GB DDR4 2666MHz RAM (2x4GB),256GB M.2 PCIe SSD,AMD Radeon™ Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"Beépített STEREO hangszórók (2x 1.5W), Dolby Audio",35Whr beépített,362.20x253.40x19.90 mm,1.70 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"SD, SDHX, SDXC",,,,,,,
116,https://www.notebook.hu/hp-15s-fq2005nh-303k0ea-289602,"
HP 15s-fq2005nh (303K0EA) ezüst
",Raktáron,319 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",,3 cellás beépített,,,36 hónap,VGA Webkamera (beépített),,2 db,,Ujjlenyomat olvasó,,1 db,,,,
117,https://www.notebook.hu/acer-swift-3-sf313-52-53p7-nx-hqweu-00d,"
Acer Swift 3 SF313-52-53P (NX.HQWEU.00D) Ezüst
",Raktáron,,Régi ár: 319 900 Ft,299 900 Ft,"Intel® Core™ i5-1035G4 Processor (6M Cache, up to 3.70 GHz)",Microsoft Windows 10 Home,8GB LPDDR4 2133MHz RAM,512 GB PCIe NVMe SSD,Intel® Iris Plus Graphics,"13.5"" QHD (2256 x 1504) fényes IPS LCD",,,,"802.11 a, ac, ax, b, g, n",v 5,1 db,1 db,1 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Acer Trueharmony sztereó hangrendszer, 1 db fejhallgató/hangszóró kombinált kimenet",4 cellás 56Whr beépített,302.50x233.88x15.95 mm,1.19 kg,36 hónap,Acer Crystal Eye S-HDR webkamera + mikrofon,1 db,,,Ujjlenyomat olvasó,,,,,,
